Year,IceInDayofYear,IceOutDayofYear,LengthOfIceCover_days,IceInDayofYear_fed,cumMeanDailyT_Jan,cumMeanDailyT_Feb,cumMeanDailyT_Mar,cumMeanDailyT_Apr,cumMeanDailyT_Sep,cumMeanDailyT_Oct,cumMeanDailyT_Nov,cumMeanDailyT_Dec,cumSnow_Jan,cumSnow_Feb,cumSnow_Mar,cumSnow_Apr,cumSnow_Sep,cumSnow_Oct,cumSnow_Nov,cumSnow_Dec,cumRain_Jan,cumRain_Feb,cumRain_Mar,cumRain_Apr,cumRain_Sep,cumRain_Oct,cumRain_Nov,cumRain_Dec,percPrecipRain_Jan,percPrecipRain_Feb,percPrecipRain_Mar,percPrecipRain_Apr,percPrecipRain_Sep,percPrecipRain_Oct,percPrecipRain_Nov,percPrecipRain_Dec,nDaysMeanBelowZero_Jan,nDaysMeanBelowZero_Feb,nDaysMeanBelowZero_Mar,nDaysMeanBelowZero_Apr,nDaysMeanBelowZero_Sep,nDaysMeanBelowZero_Oct,nDaysMeanBelowZero_Nov,nDaysMeanBelowZero_Dec,nDaysMinBelowZero_Jan,nDaysMinBelowZero_Feb,nDaysMinBelowZero_Mar,nDaysMinBelowZero_Apr,nDaysMinBelowZero_Sep,nDaysMinBelowZero_Oct,nDaysMinBelowZero_Nov,nDaysMinBelowZero_Dec,cumMeanDailyT_SepOct,cumMeanDailyT_SepOctNov,cumMeanDailyT_OctNov,cumMeanDailyT_OctNovDec,cumSnow_OctNov,cumSnow_OctNovDec,cumSnow_SepOct,cumSnow_SepOctNov,cumRain_SepOct,cumRain_SepOctNov,cumRain_OctNov,cumRain_OctNovDec,nDaysMeanBelowZero_SepOct,nDaysMeanBelowZero_SepOctNov,nDaysMeanBelowZero_OctNov,nDaysMeanBelowZero_OctNovDec,nDaysMinBelowZero_SepOct,nDaysMinBelowZero_SepOctNov,nDaysMinBelowZero_OctNov,nDaysMinBelowZero_OctNovDec,cumMeanDailyT_MarApr,cumMeanDailyT_FebMarApr,cumMeanDailyT_FebMar,cumMeanDailyT_JanFebMar,cumSnow_MarApr,cumSnow_FebMarApr,cumSnow_FebMar,cumSnow_JanFebMar,cumRain_MarApr,cumRain_FebMarApr,cumRain_FebMar,cumRain_JanFebMar,nDaysMeanAboveZero_MarApr,nDaysMeanAboveZero_Mar,nDaysMeanAboveZero_FebMar,nDaysMinAboveZero_MarApr,nDaysMinAboveZero_Mar,nDaysMinAboveZero_FebMar,maxSnowDepth_mm,maxSnowDepthDOY_fed,ENSO_index_spring,ENSO_index_summer,ENSO_index_winter,ENSO_index_fall,ENSO_Jan,ENSO_Feb,ENSO_Mar,ENSO_Apr,ENSO_Oct,ENSO_Nov,ENSO_Dec,ENSO_Oct_to_Mar,NAO_index_spring,NAO_index_summer,NAO_index_winter,NAO_index_fall,NAO_index_Jan,NAO_index_Feb,NAO_index_Mar,NAO_index_Apr,NAO_index_May,NAO_index_Jun,NAO_index_Jul,NAO_index_Aug,NAO_index_Sep,NAO_index_Oct,NAO_index_Nov,NAO_index_Dec,GlobalTempanomaly_C,isotherm_TempMax_degC_17_days_0_degC_WaterYear_date,isotherm_TempMean_degC_29_days_4_degC_WaterYear_date
1965,11,NA,NA,103,-184.17000000000002,-90.57000000000001,0.009999999999999454,-90.57000000000001,506.40000000000003,342.4800000000001,202.5099999999999,-62.489999999999995,635.0000000000001,172.72000000000003,370.84000000000003,172.72000000000003,0,0,0,254.00000000000003,76.454,98.04399999999998,49.53,98.04399999999998,101.09200000000001,22.859999999999996,50.54599999999999,103.37799999999997,10.74616208496965,36.21013133208255,11.782477341389729,36.21013133208255,100,100,100,28.926794598436384,26,18,13,18,0,0,2,23,30,26,27,26,0,3,6,27,848.8800000000001,1051.39,544.99,482.5,0,254.00000000000003,0,0,123.95200000000001,174.498,73.40599999999999,176.78399999999996,0,2,2,25,3,9,9,36,-90.56,-181.13,-90.56,-274.73,543.5600000000001,716.2800000000001,543.5600000000001,1178.5600000000002,147.57399999999998,245.61799999999997,147.57399999999998,224.028,30,18,28,8,4,6,431.8,125,0.19000000000000003,1.1966666666666668,-0.55,-0.7933333333333333,-0.59,-0.28,-0.07,0.18,-0.8,-0.82,-0.78,-3.3400000000000003,-38.14576086956521,21.17565217391304,-99.00977777777774,-0.27516483516483276,-38.16903225806453,-258.26392857142855,-129.12354838709678,58.026666666666664,-40.238064516129036,50.53333333333333,-25.740645161290324,39.68129032258065,6.809333333333337,21.87032258064516,-30.243333333333336,-16.00806451612903,-0.07083333333333333,108,223
1966,354,98,109,81,-148.9,-82.79,59.17,196.11,464.44999999999993,314.16,107.78,6.390000000000001,589.28,637.54,218.44,25.4,0,0,7.619999999999999,83.82000000000001,64.51599999999999,93.726,92.71000000000001,38.861999999999995,186.68999999999997,96.77400000000002,54.102,60.96,9.867909867909868,12.816950329975688,29.795918367346943,60.47430830039525,100,100,87.65432098765432,42.10526315789473,26,21,11,0,0,0,5,15,30,26,20,10,0,3,14,23,778.6099999999999,886.3899999999999,421.94000000000005,428.33000000000004,7.619999999999999,91.44000000000001,0,7.619999999999999,283.464,337.566,150.876,211.836,0,5,5,20,3,17,17,40,255.28000000000003,172.49,-23.620000000000005,-172.51999999999998,243.84,881.38,855.98,1445.26,131.572,225.298,186.436,250.952,50,20,27,31,11,13,609.6,148,0.6633333333333333,0.19999999999999998,1.42,1.9333333333333333,1.37,1.17,0.98,0.66,1.98,1.97,1.72,9.190000000000001,-0.3427173913043355,-15.930000000000012,-100.18488888888889,-18.69868131868132,-193.99516129032259,-146.43178571428572,-38.38516129032258,-56.25933333333332,91.81258064516129,45.31,-29.49354838709678,-61.63096774193548,28.758,6.346774193548382,-92.03566666666667,35.396774193548396,-0.009166666666666665,111,201
1967,357,100,108,84,-25.29,-158.6,-11.669999999999998,230.28999999999996,492.2200000000001,334.99,182.19000000000003,-56.93999999999999,76.19999999999999,678.18,1305.5600000000002,129.54,0,0,5.08,713.74,35.56,50.8,125.73000000000002,90.93199999999999,30.988,100.58399999999999,86.868,74.676,31.818181818181824,6.96864111498258,8.78438331854481,41.244239631336406,100,100,94.47513812154696,9.471649484536082,19,23,16,0,0,0,2,23,26,27,24,8,0,2,10,26,827.21,1009.4000000000001,517.1800000000001,460.24000000000007,5.08,718.82,0,5.08,131.572,218.44,187.452,262.128,0,2,2,25,2,12,12,38,218.61999999999998,60.01999999999998,-170.26999999999998,-195.55999999999997,1435.1000000000001,2113.28,1983.7400000000002,2059.94,216.662,267.462,176.53000000000003,212.09000000000003,45,15,20,29,7,8,685.8,173,-0.4066666666666667,-0.03666666666666667,-0.39666666666666667,-0.11,-0.41,-0.48,-0.53,-0.45,-0.1,-0.18,-0.3,-2,31.810326086956533,29.174239130434785,-13.657444444444446,-26.666263736263737,-133.50870967741935,63.96607142857143,107.89354838709677,16.146333333333327,-29.1141935483871,57.416,-4.371290322580645,35.38903225806452,-28.517333333333323,-51.57967741935484,0.9286666666666714,36.08225806451612,-0.0025000000000000022,89,198
1968,360,95,100,87,-233.36000000000004,-171.37000000000003,96.93,332.23,551.95,322.52,55,-17.78,165.1,20.32,175.25999999999996,0,0,0,182.88,490.21999999999997,56.388,12.954,58.674,102.108,85.852,72.39,84.074,136.90600000000003,25.458715596330272,38.93129770992366,25.081433224755706,100,100,100,31.49381541389153,21.830700688537878,26,26,10,0,0,0,11,17,31,29,15,2,0,2,18,24,874.47,929.47,377.52,359.74,182.88,673.0999999999999,0,182.88,158.24200000000002,242.31600000000003,156.464,293.37,0,11,11,28,2,20,20,44,429.16,257.78999999999996,-74.44000000000003,-307.80000000000007,175.25999999999996,195.57999999999996,195.57999999999996,360.67999999999995,160.782,173.736,71.628,128.016,51,21,23,44,16,15,355.6,90,-0.36666666666666664,0.4633333333333333,-0.6066666666666667,-0.34,-0.64,-0.74,-0.62,-0.44,-0.38,-0.34,-0.44,-3.16,-22.12065217391305,-12.912065217391307,-92.0201098901099,30.75725274725275,-24.710967741935484,-150.73862068965516,34.63258064516127,-51.68900000000001,-50.259354838709676,31.673000000000002,-43.48483870967742,-25.486129032258066,-6.9650000000000025,78.15225806451613,19.504666666666665,-104.39903225806452,-0.028333333333333335,97,184
1969,346,101,121,72,-150.84,-103.89,8.88000000000001,298.62999999999994,521.12,381.1400000000001,109.18,-116.97,124.46000000000002,553.7200000000001,416.56000000000006,0,0,0,528.32,279.40000000000003,59.944,50.8,69.342,133.096,98.55200000000002,82.042,144.018,115.57000000000001,32.5068870523416,8.403361344537814,14.270778881338211,100,100,100,21.42047601057801,29.260450160771708,25,28,15,1,0,0,3,24,29,28,23,4,0,1,14,28,902.2600000000001,1011.44,490.3200000000001,373.35000000000014,528.32,807.72,0,528.32,180.59400000000002,324.612,226.06,341.63,0,3,3,27,1,15,15,43,307.50999999999993,203.61999999999995,-95.00999999999999,-245.85000000000002,416.56000000000006,970.2800000000002,970.2800000000002,1094.7400000000002,202.438,253.238,120.142,180.086,45,16,16,34,8,8,736.6,154,0.7766666666666666,0.43333333333333335,1.0666666666666667,0.5766666666666667,1.13,1.09,0.95,0.77,0.55,0.73,0.98,5.43,-31.455217391304345,20.519565217391307,-167.94344444444445,-78.41142857142857,-199.31645161290322,-236.78357142857143,-149.67096774193547,82.66966666666667,-23.682903225806452,45.306666666666665,41.09935483870967,-24.04774193548387,-59.81766666666667,-97.49709677419355,-77.28333333333333,-74.39225806451613,0.10583333333333333,81,192
1970,351,108,122,78,-247.22,-86.66,-3.2999999999999967,240,526.9499999999999,336.65000000000003,123.34,-130.26,208.28,233.68,419.09999999999997,83.82,0,0,30.479999999999997,1112.52,13.969999999999999,92.964,69.088,112.776,102.36199999999998,41.910000000000004,156.46400000000003,167.386,6.285714285714285,28.46034214618973,14.151925078043703,57.36434108527132,100,100,83.69565217391305,13.0779916650129,29,19,15,1,0,1,4,26,31,26,27,9,0,4,12,29,863.5999999999999,986.9399999999999,459.99,329.73,30.479999999999997,1143,0,30.479999999999997,144.272,300.736,198.37400000000002,365.76,1,5,5,31,4,16,16,45,236.70000000000002,150.04000000000002,-89.96,-337.18,502.91999999999996,736.5999999999999,652.78,861.06,181.86399999999998,274.828,162.052,176.022,45,16,25,25,4,6,660.4,88,0.17333333333333334,-0.5633333333333334,0.49333333333333335,0.8200000000000001,0.51,0.34,0.29,0.19,0.86,0.81,0.63,3.4399999999999995,-19.27576086956522,14.636304347826087,-71.49877777777779,16.555934065934085,-178.53870967741935,27.731785714285714,-137.99193548387098,2.440999999999998,78.4241935483871,38.13366666666667,21.004516129032258,-14.471290322580641,62.335,57.1416129032258,-71.16166666666666,-54.086451612903225,0.05666666666666667,85,199
1971,350,112,127,77,-210.53999999999996,-84.44,-3.9100000000000006,194.43,531.6800000000001,364.74999999999994,158.33,-105.53999999999999,381,436.88,553.72,238.76,0,0,0,828.0400000000001,58.166,145.796,77.97800000000001,53.593999999999994,184.404,103.37800000000001,122.936,103.12400000000001,13.24465008675535,25.021795989537924,12.344189786891837,18.33188531711555,100,100,100,11.074740861974904,29,17,16,0,0,0,3,25,31,24,28,13,0,2,7,28,896.4300000000001,1054.76,523.0799999999999,417.53999999999996,0,828.0400000000001,0,0,287.78200000000004,410.7180000000001,226.31400000000002,329.43800000000005,0,3,3,28,2,9,9,37,190.52,106.08000000000001,-88.35,-298.89,792.48,1229.3600000000001,990.6,1371.6,131.572,277.368,223.774,281.94,45,15,26,20,3,7,762,131,-0.9,-0.77,-1.2966666666666666,-0.79,-1.36,-1.38,-1.12,-0.85,-0.74,-0.86,-1.15,-6.61,-39.85902173913045,-13.760108695652173,-68.30555555555554,-10.661868131868129,-90.65903225806451,8.111071428571435,-77.87483870967742,-68.92066666666668,26.280967741935488,-39.41066666666668,-18.255806451612905,15.558709677419351,33.443999999999996,-69.71193548387097,6.250666666666681,-114.97354838709676,-0.06583333333333334,82,203
1972,2,110,108,94,-99.18,-148.60000000000002,0.2899999999999925,172.78,528.8900000000001,423.89,93.06,-10.549999999999999,256.53999999999996,911.86,284.48,167.64,0,0,508,228.6,65.786,113.792,99.82199999999999,120.396,31.496,109.728,101.092,97.282,20.409771473601264,11.09460128776622,25.97488433575677,41.7989417989418,100,100,16.59716430358632,29.85190958690569,20,23,17,2,0,0,6,14,28,27,24,13,0,0,16,23,952.7800000000001,1045.8400000000001,516.95,506.40000000000003,508,736.6,0,508,141.224,242.31599999999997,210.82,308.102,0,6,6,20,0,16,16,39,173.07,24.46999999999997,-148.31000000000003,-247.49000000000004,452.12,1363.98,1196.3400000000001,1452.88,220.218,334.01,213.61399999999998,279.4,42,14,19,24,7,8,558.8,149,0.38,1.1400000000000001,-0.6533333333333333,-0.8766666666666666,-0.71,-0.35,0.06,0.41,-0.85,-0.96,-0.9,-3.71,35.98478260869565,28.43043478260869,34.322417582417586,-7.507692307692312,46.152580645161294,10.129655172413793,18.0158064516129,19.933333333333326,69.4874193548387,82.38466666666667,-11.311935483870968,15.959032258064513,-5.890000000000004,25.846774193548384,-43.59166666666666,45.1241935483871,0.03666666666666667,123,206
1973,1,82,81,93,-55.010000000000005,-119.41,157.51000000000002,262.76,511.38,261.96000000000004,52.5,-29.730000000000008,393.7,261.62,7.619999999999999,88.89999999999998,0,38.1,165.1,220.98,81.02600000000001,72.39,85.344,182.37199999999999,76.96199999999999,115.31599999999999,236.72799999999998,156.972,17.067950775815945,21.67300380228137,91.80327868852459,67.22846441947567,100,75.16556291390728,58.91276864728192,41.53225806451613,15,20,2,1,0,1,11,19,25,26,12,8,0,7,15,27,773.34,825.84,314.46000000000004,284.73,203.2,424.17999999999995,38.1,203.2,192.27799999999996,429.006,352.044,509.01599999999996,1,12,12,31,7,22,22,49,420.27,300.86,38.10000000000002,-16.909999999999997,96.51999999999998,358.14,269.24,662.9399999999999,267.716,340.106,157.73399999999998,238.76,58,29,37,41,19,21,355.6,121,-0.033333333333333326,-1.0866666666666667,1.7366666666666668,1.8366666666666667,1.84,1.25,0.54,-0.1,1.84,2.09,2.12,9.68,-35.91804347826087,10.524891304347827,56.24422222222223,-1.939890109890112,-20.008387096774193,67.16035714285715,-3.2883870967741875,-94.959,-11.411290322580644,50.25066666666667,-7.146129032258063,-10.2483870967742,-39.25966666666666,-8.374838709677418,42.029333333333334,122.63709677419355,0.19416666666666665,103,178
1974,5,100,95,97,-81.66,-127.77,39.96999999999999,310.30999999999995,463.3500000000001,368.34,153.87999999999997,-10.310000000000006,381,213.36,276.86,134.62,0,0,0,180.34,73.914,71.374,127,68.83400000000002,129.03199999999998,72.64399999999999,55.88,234.18800000000005,16.24790619765494,25.06690454950936,31.446540880503143,33.832709113608,100,100,100,56.4950980392157,20,20,12,2,0,0,4,15,24,27,24,5,0,0,12,23,831.69,985.57,522.2199999999999,511.9099999999999,0,180.34,0,0,201.676,257.556,128.524,362.71200000000005,0,4,4,19,0,12,12,35,350.2799999999999,222.50999999999993,-87.80000000000001,-169.46,411.48,624.84,490.22,871.22,195.834,267.208,198.374,272.288,47,19,27,32,7,8,304.8,102,-1.0566666666666666,-0.5566666666666666,-1.8066666666666666,-1.7033333333333334,-1.84,-1.55,-1.23,-1.03,-1.71,-1.95,-2.03,-10.31,-11.50858695652174,-3.6234782608695624,45.96911111111111,-38.37351648351648,105.88290322580644,8.67642857142857,-3.5780645161290328,-8.177666666666665,-22.662580645161288,-16.854666666666656,-3.6135483870967735,9.170967741935485,9.983999999999995,-52.79032258064517,-71.83366666666666,19.73903225806452,-0.06166666666666667,105,198
1975,360,94,99,87,-58.06,-59.989999999999995,9.739999999999995,169.17,432.48999999999995,271.6599999999999,137.20999999999998,-16.669999999999995,474.98,424.18,149.86,0,0,0,0,373.38,125.98400000000002,100.838,98.04400000000001,67.564,151.13,45.974,60.96,87.376,20.963651732882504,19.206579583938073,39.549180327868854,100,100,100,100,18.96361631753032,20,16,13,5,0,1,7,18,26,22,25,14,0,4,13,28,704.1499999999999,841.3599999999999,408.8699999999999,392.1999999999999,0,373.38,0,0,197.10399999999998,258.06399999999996,106.934,194.31,1,8,8,26,4,17,17,45,178.90999999999997,118.91999999999999,-50.25,-108.31,149.86,574.04,574.04,1049.02,165.608,266.446,198.882,324.866,43,18,30,22,6,12,406.4,135,-0.7366666666666667,-1.1033333333333333,-0.5833333333333334,-0.59,-0.54,-0.57,-0.65,-0.73,-0.61,-0.75,-0.64,-3.76,-41.256195652173915,-19.823586956521734,44.44622222222223,24.383076923076924,98.33870967741935,-46.41571428571429,-31.92580645161289,-48.11200000000001,-43.95193548387096,-19.806666666666665,5.0774193548387085,-44.740967741935485,95.44166666666666,-30.070967741935483,9.593666666666666,72.62258064516129,0.014166666666666662,NA,207
1976,359,85,91,86,-220.00999999999993,14.969999999999985,106.66,307.52,481.1299999999999,377.49999999999994,233.86999999999998,-74.42999999999999,454.66,180.34,429.26,0,0,0,15.239999999999998,485.14,126.74600000000001,83.058,70.35799999999999,76.96199999999999,111.75999999999999,125.476,128.524,78.74,21.799912625600697,31.53326904532305,14.082358922216573,100,100,100,89.39929328621908,13.963963963963963,28,14,11,1,0,0,2,21,30,20,19,6,0,2,9,27,858.6299999999999,1092.4999999999998,611.3699999999999,536.9399999999999,15.239999999999998,500.38,0,15.239999999999998,237.236,365.76,254,332.74,0,2,2,23,2,11,11,38,414.17999999999995,429.15,121.62999999999998,-98.37999999999997,429.26,609.6,609.6,1064.26,147.32,230.378,153.416,280.16200000000003,49,20,34,36,12,20,457.2,104,-0.49333333333333335,0.15999999999999998,-1.46,-1.45,-1.56,-1.17,-0.73,-0.47,-1.43,-1.55,-1.65,-8.09,45.25597826086956,-2.041630434782612,21.897912087912086,14.493846153846153,7.462258064516123,90.71689655172413,105.7032258064516,-9.313666666666657,37.61806451612903,59.812,-50.887419354838705,-13.054193548387092,58.52100000000001,-30.036129032258067,16.481000000000012,-28.045483870967743,-0.06666666666666667,85,189
1977,337,96,125,63,-261.39,-80.82,146.68,281.66999999999996,499.48000000000013,260.82,54.45,-150.29000000000002,396.23999999999995,419.1,817.88,38.099999999999994,0,0,124.46,218.44,40.63999999999999,69.85000000000001,222.75800000000004,111.506,190.24599999999998,207.77200000000002,20.573999999999998,69.342,9.30232558139535,14.285714285714285,21.405906761044672,74.53310696095076,100,100,14.185639229422067,24.095322153574582,31,18,8,2,0,1,8,25,31,25,17,8,0,4,25,30,760.3000000000002,814.7500000000002,315.27,164.97999999999996,124.46,342.9,0,124.46,398.01800000000003,418.59200000000004,228.346,297.688,1,9,9,34,4,29,29,59,428.34999999999997,347.53,65.86000000000001,-195.52999999999997,855.98,1275.08,1236.98,1633.2199999999998,334.264,404.11400000000003,292.60800000000006,333.24800000000005,51,23,33,36,14,17,533.4,174,0.26,0.37,0.7333333333333333,0.7633333333333333,0.71,0.64,0.34,0.23,0.81,0.86,0.85,4.21,-15.246195652173919,-13.086413043478261,-100.69688888888888,-2.2038461538461456,-162.5525806451613,-77.95464285714286,-67.59516129032258,56.249,-32.086129032258064,-34.38433333333333,-12.395483870967746,6.833548387096775,-88.453,64.31129032258065,15.313000000000002,-59.382580645161326,0.21333333333333335,91,181
1978,347,105,123,74,-194.74999999999994,-195.81000000000006,-12.489999999999995,220.83999999999997,459.98999999999995,321.39000000000004,153.89999999999998,-101.38,878.8399999999999,431.80000000000007,350.52,0,0,0,76.2,502.92,198.62800000000004,23.368,117.85600000000001,39.116,69.342,150.368,187.45200000000003,132.334,18.43470061291844,5.13392857142857,25.16268980477224,100,100,100,71.09826589595376,20.831667333066772,29,28,14,1,0,0,5,24,31,28,24,6,0,0,11,29,781.38,935.28,475.29,373.91,76.2,579.12,0,76.2,219.70999999999998,407.16200000000003,337.82000000000005,470.15400000000005,0,5,5,29,0,11,11,40,208.34999999999997,12.539999999999907,-208.30000000000007,-403.05,350.52,782.32,782.32,1661.1599999999999,156.972,180.34000000000003,141.22400000000002,339.85200000000003,46,17,17,31,7,7,863.5999999999999,155,-0.14333333333333334,-0.35666666666666663,0.6333333333333333,0.7033333333333334,0.69,0.42,0.06,-0.18,0.73,0.81,0.79,3.5,21.53902173913043,-12.154456521739132,-55.607111111111124,14.861868131868128,67.2341935483871,-206.9767857142857,110.74290322580646,-80.90899999999999,31.4783870967742,49.166666666666664,-49.83096774193548,-33.82096774193549,9.043666666666672,43.47741935483871,-8.88933333333333,-41.72741935483871,0.11666666666666667,73,195
1979,355,96,106,82,-138.58,-249.40999999999997,120.3,232.2,497.79,NA,144.69999999999996,-38.34,464.81999999999994,320.04,22.86,124.46,0,0,187.95999999999998,462.28,285.49600000000004,86.36,83.566,119.888,179.07,41.401999999999994,69.342,108.96600000000001,38.05010155721057,21.25,78.52028639618138,49.064449064449065,100,100,26.94965449160909,19.075144508670522,22,24,5,1,0,NA,8,20,28,28,16,7,0,NA,13,28,NA,NA,NA,NA,187.95999999999998,650.24,0,187.95999999999998,220.47199999999998,289.81399999999996,110.744,219.71,NA,NA,NA,NA,NA,NA,NA,NA,352.5,103.09000000000003,-129.10999999999996,-267.69,147.32,467.36,342.90000000000003,807.7199999999999,203.454,289.81399999999996,169.926,455.422,55,26,30,38,15,15,381,142,0.2366666666666667,0.08666666666666667,0.03333333333333333,-0.2633333333333333,0.03,0.07,0.2,0.28,-0.29,-0.08,0,-0.06999999999999995,-27.596413043478268,17.82913043478261,-131.09744444444445,66.34032967032968,-139.88000000000002,-107.82678571428572,2.3490322580645038,-109.05733333333333,21.291290322580647,25.548666666666673,9.983548387096768,18.204193548387092,27.298333333333336,7.882258064516131,165.789,-143.33354838709678,0.22833333333333333,102,183
1980,37,91,54,129,-108.06,-144.14999999999998,22.21,271.67999999999995,536.6799999999998,304.1799999999999,213.60999999999999,10.260000000000002,7.62,340.35999999999996,495.30000000000007,12.7,0,25.4,0,119.38,18.034,29.971999999999998,194.564,166.36999999999998,59.69,133.858,94.996,51.30800000000001,70.29702970297029,8.093278463648835,28.20324005891016,92.90780141843972,100,84.05103668261563,100,30.059523809523814,23,25,11,0,0,0,1,14,30,28,22,4,0,4,4,21,840.8599999999997,1054.4699999999996,517.78999999999985,528.0499999999998,25.4,144.78,25.4,25.4,193.548,288.544,228.85399999999998,280.162,0,1,1,15,4,8,8,29,293.88999999999993,149.73999999999998,-121.93999999999997,-229.99999999999997,508.00000000000006,848.3600000000001,835.6600000000001,843.28,360.93399999999997,390.90599999999995,224.536,242.57,50,20,23,35,9,9,NA,NA,0.4,0.24666666666666667,0.5633333333333334,0.43333333333333335,0.59,0.46,0.34,0.38,0.45,0.52,0.64,2.9999999999999996,-44.55119565217392,-8.924999999999997,-37.311428571428564,54.99945054945054,-142.99903225806452,-55.09689655172416,-55.93129032258065,-4.717333333333333,-71.72,25.656333333333333,-0.48677419354838625,-50.829032258064515,60.367666666666665,11.579032258064515,94.499,85.01419354838708,0.2816666666666667,NA,193
1981,351,75,90,77,-250.29,28.31999999999999,58.589999999999996,302.76,473.63,293.87999999999994,81.38,-123.04,309.88,91.44,73.66,0,0,0,261.62,215.9,13.716000000000001,169.926,10.668,87.376,92.71,93.726,96.77400000000002,26.924,4.23861852433281,65.01457725947522,12.650602409638553,100,100,100,27.00212615166549,11.08786610878661,28,12,10,0,0,0,7,23,30,18,22,4,0,1,17,26,767.51,848.89,375.25999999999993,252.2199999999999,261.62,477.52,0,261.62,186.43599999999998,283.21,190.5,217.424,0,7,7,30,1,18,18,44,361.34999999999997,389.66999999999996,86.90999999999998,-163.38,73.66,165.1,165.1,474.98,98.04400000000001,267.97,180.594,194.31,51,21,37,35,9,19,NA,NA,-0.36666666666666664,-0.27999999999999997,-0.25666666666666665,0.019999999999999997,-0.26,-0.5,-0.47,-0.37,0.02,0.11,-0.01,-1.1099999999999999,-45.27847826086955,-13.273586956521738,12.43211111111111,-17.30802197802198,-40.34193548387097,24.508214285714292,-129.31806451612903,-47.24300000000001,40.66225806451613,-25.006333333333334,7.635806451612901,-22.828709677419354,47.396,0.6022580645161276,-100.51933333333334,54.298709677419374,0.3258333333333333,86,186
1982,347,108,126,74,-276.40999999999997,-87.79,32.77000000000001,215.27999999999997,502.24,273.88000000000005,138.86,-77.23,485.1400000000001,406.4,NA,386.08,0,0,0,754.38,113.79200000000002,97.282,76.454,123.69800000000002,109.982,97.79,38.1,104.64800000000002,18.999151823579304,19.314170448814927,NA,24.26507224713503,100,100,100,12.182140745121233,28,23,12,4,0,0,5,23,31,26,22,10,0,1,10,30,776.1200000000001,914.9800000000001,412.74000000000007,335.51000000000005,0,754.38,0,0,207.772,245.87199999999999,135.89000000000001,240.53800000000004,0,5,5,28,1,11,11,41,248.04999999999998,160.26,-55.019999999999996,-331.42999999999995,NA,NA,NA,NA,200.15200000000002,297.434,173.736,287.528,45,19,24,29,9,11,558.8,160,0.44,0.86,-0.019999999999999997,-0.14666666666666667,-0.05,0.07,0.19,0.47,-0.13,-0.15,-0.08,-0.15000000000000002,34.26119565217392,-4.7867391304347775,-33.88155555555558,-14.088131868131867,-113.21516129032258,81.52,79.97193548387098,10.761999999999999,11.29161290322581,-52.864666666666665,-8.460967741935482,45.41451612903225,-31.950999999999993,5.320322580645162,-16.28066666666667,-58.781612903225785,0.19416666666666665,81,202
1983,14,92,78,106,-109.18,-53.34,68.6,230.29999999999995,570.55,353.07,192.76,53.34,447.0400000000001,675.64,177.8,457.20000000000005,0,0,12.7,195.57999999999998,106.68,94.48799999999999,215.392,267.208,77.978,28.448,83.566,48.76800000000001,19.26605504587156,12.269129287598943,54.78036175710594,36.88639551192146,100,100,86.80738786279683,19.958419958419963,22,15,4,0,0,0,2,13,28,24,21,5,0,1,10,18,923.6199999999999,1116.3799999999999,545.8299999999999,599.17,12.7,208.27999999999997,0,12.7,106.42599999999999,189.992,112.01400000000001,160.782,0,2,2,15,1,11,11,29,298.9,245.55999999999995,15.259999999999991,-93.92000000000002,635,1310.64,853.44,1300.48,482.6,577.088,309.88,416.56,57,27,40,35,10,14,533.4,135,1.2966666666666666,0.31666666666666665,2.11,1.9100000000000001,2.18,1.92,1.54,1.29,1.97,2.18,2.23,12.02,-8.687391304347825,14.212282608695656,58.95399999999999,80.97175824175824,134.12032258064517,-124.65607142857142,27.05193548387096,-48.73100000000001,-5.674838709677425,15.823999999999998,-0.8383870967741889,27.703225806451613,94.65599999999999,29.552903225806457,120.42033333333333,149.6290322580645,0.36,112,195
1984,355,103,113,82,-180.82000000000002,18.910000000000007,-60.290000000000006,231.95999999999998,476.94,332.51,159.14999999999998,-109.75,530.8600000000001,238.76000000000002,1008.38,0,0,0,106.67999999999999,215.89999999999998,46.736,128.27,166.87800000000004,135.89,31.242,92.71,138.938,179.578,8.091468777484605,34.94809688581315,14.199265182623733,100,100,100,56.56670113753878,45.40783558124599,26,12,17,0,0,0,2,22,30,15,29,7,0,4,13,27,809.45,968.6,491.65999999999997,381.90999999999997,106.67999999999999,322.58,0,106.67999999999999,123.952,262.89,231.64799999999997,411.226,0,2,2,24,4,17,17,44,171.66999999999996,190.57999999999998,-41.379999999999995,-222.20000000000005,1008.38,1247.14,1247.14,1778,302.76800000000003,431.038,295.148,341.884,44,14,30,25,2,15,533.4,181,-0.4266666666666667,-0.30333333333333334,-0.6433333333333333,-0.7566666666666667,-0.6,-0.42,-0.34,-0.43,-0.81,-1,-0.91,-4.08,-19.410869565217396,-17.545978260869564,111.50351648351648,-7.77351648351649,200.00129032258064,66.72137931034482,-89.66741935483871,16.327999999999996,16.25967741935484,-8.470666666666665,-32.384193548387096,-11.490322580645167,11.58666666666666,68.71645161290323,-106.17333333333333,64.89870967741935,0.16916666666666666,87,200
